"id","first_name","last_name","date_of_migration","migration_type","from_region","to_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
4567,"G","G",2019-07-23,"Out","No","",4567,1,2019-02-13,2019-02-13,"user_1","user_1"
4568,"H","H",2020-04-08,"In","","Yes",4568,2,2019-08-12,2019-08-12,"user_1","user_1"
4569,"I","I",2020-12-24,"Out","No","",4569,3,2020-02-08,2020-02-08,"user_1","user_1"
4570,"J","J",2021-09-10,"In","","Yes",4570,1,2020-08-06,2020-08-06,"user_1","user_1"
4571,"K","K",2018-11-05,"Out","No","",4571,1,2018-08-17,2018-08-17,"user_1","user_1"
4572,"L","L",2019-07-23,"In","","Yes",4572,3,2019-02-13,2019-02-13,"user_1","user_1"
4573,"M","M",2020-04-08,"Out","No","",4573,2,2019-08-12,2019-08-12,"user_1","user_1"
4574,"N","N",2020-12-24,"In","","Yes",4574,5,2020-02-08,2020-02-08,"user_1","user_1"
4575,"O","O",2021-09-10,"Out","No","",4575,5,2020-08-06,2020-08-06,"user_1","user_1"
4576,"P","P",2018-11-05,"In","","Yes",4576,3,2018-08-17,2018-08-17,"user_1","user_1"
4577,"Q","Q",2019-07-23,"Out","No","",4577,2,2019-02-13,2019-02-13,"user_1","user_1"
4578,"R","R",2020-04-08,"In","","Yes",4578,3,2019-08-12,2019-08-12,"user_1","user_1"
4579,"S","S",2020-12-24,"Out","No","",4579,1,2020-02-08,2020-02-08,"user_1","user_1"
4580,"T","T",2021-09-10,"In","","Yes",4580,1,2020-08-06,2020-08-06,"user_1","user_1"
4581,"A","A",2018-11-05,"Out","No","",4581,3,2018-08-17,2018-08-17,"user_1","user_1"
4582,"B","B",2019-07-23,"In","","Yes",4582,5,2019-02-13,2019-02-13,"user_1","user_1"
4583,"C","C",2020-04-08,"Out","No","",4583,4,2019-08-12,2019-08-12,"user_1","user_1"
4584,"D","D",2020-12-24,"In","","Yes",4584,1,2020-02-08,2020-02-08,"user_1","user_1"
4585,"E","E",2021-09-10,"Out","No","",4585,1,2020-08-06,2020-08-06,"user_1","user_1"
4586,"F","F",2018-11-05,"In","","Yes",4586,3,2018-08-17,2018-08-17,"user_1","user_1"
4587,"G","G",2019-07-23,"Out","No","",4587,5,2019-02-13,2019-02-13,"user_1","user_1"
4588,"H","H",2020-04-08,"In","","Yes",4588,2,2019-08-12,2019-08-12,"user_1","user_1"
4589,"I","I",2020-12-24,"Out","No","",4589,4,2020-02-08,2020-02-08,"user_1","user_1"
4590,"J","J",2021-09-10,"In","","Yes",4590,6,2020-08-06,2020-08-06,"user_1","user_1"
4591,"K","K",2018-11-05,"Out","No","",4591,5,2018-08-17,2018-08-17,"user_1","user_1"
4592,"L","L",2019-07-23,"In","","Yes",4592,2,2019-02-13,2019-02-13,"user_1","user_1"
4593,"M","M",2020-04-08,"Out","No","",4593,5,2019-08-12,2019-08-12,"user_1","user_1"
4594,"N","N",2020-12-24,"In","","Yes",4594,3,2020-02-08,2020-02-08,"user_1","user_1"
4595,"O","O",2021-09-10,"Out","No","",4595,4,2020-08-06,2020-08-06,"user_1","user_1"
4596,"P","P",2018-11-05,"In","","Yes",4596,6,2018-08-17,2018-08-17,"user_1","user_1"
4597,"Q","Q",2019-07-23,"Out","No","",4597,3,2019-02-13,2019-02-13,"user_1","user_1"
4598,"R","R",2020-04-08,"In","","Yes",4598,6,2019-08-12,2019-08-12,"user_1","user_1"
4599,"S","S",2020-12-24,"Out","No","",4599,6,2020-02-08,2020-02-08,"user_1","user_1"
4600,"T","T",2021-09-10,"In","","Yes",4600,5,2020-08-06,2020-08-06,"user_1","user_1"
4601,"A","A",2018-11-05,"Out","No","",4601,1,2018-08-17,2018-08-17,"user_1","user_1"
4602,"B","B",2019-07-23,"In","","Yes",4602,5,2019-02-13,2019-02-13,"user_1","user_1"
4603,"C","C",2020-04-08,"Out","No","",4603,1,2019-08-12,2019-08-12,"user_1","user_1"
4604,"D","D",2020-12-24,"In","","Yes",4604,3,2020-02-08,2020-02-08,"user_1","user_1"
4605,"E","E",2021-09-10,"Out","No","",4605,3,2020-08-06,2020-08-06,"user_1","user_1"
4606,"F","F",2018-11-05,"In","","Yes",4606,3,2018-08-17,2018-08-17,"user_1","user_1"
4607,"G","G",2019-07-23,"Out","No","",4607,1,2019-02-13,2019-02-13,"user_1","user_1"
4608,"H","H",2020-04-08,"In","","Yes",4608,5,2019-08-12,2019-08-12,"user_1","user_1"
4609,"I","I",2020-12-24,"Out","No","",4609,6,2020-02-08,2020-02-08,"user_1","user_1"
4610,"J","J",2021-09-10,"In","","Yes",4610,1,2020-08-06,2020-08-06,"user_1","user_1"
4611,"K","K",2018-11-05,"Out","No","",4611,3,2018-08-17,2018-08-17,"user_1","user_1"
4612,"L","L",2019-07-23,"In","","Yes",4612,1,2019-02-13,2019-02-13,"user_1","user_1"
4613,"M","M",2020-04-08,"Out","No","",4613,3,2019-08-12,2019-08-12,"user_1","user_1"
4614,"N","N",2020-12-24,"In","","Yes",4614,2,2020-02-08,2020-02-08,"user_1","user_1"
4615,"O","O",2021-09-10,"Out","No","",4615,6,2020-08-06,2020-08-06,"user_1","user_1"
4616,"P","P",2018-11-05,"In","","Yes",4616,5,2018-08-17,2018-08-17,"user_1","user_1"
4617,"Q","Q",2019-07-23,"Out","No","",4617,5,2019-02-13,2019-02-13,"user_1","user_1"
4618,"R","R",2020-04-08,"In","","Yes",4618,3,2019-08-12,2019-08-12,"user_1","user_1"
4619,"S","S",2020-12-24,"Out","No","",4619,4,2020-02-08,2020-02-08,"user_1","user_1"
4620,"T","T",2021-09-10,"In","","Yes",4620,1,2020-08-06,2020-08-06,"user_1","user_1"
4621,"A","A",2018-11-05,"Out","No","",4621,1,2018-08-17,2018-08-17,"user_1","user_1"
4622,"B","B",2019-07-23,"In","","Yes",4622,3,2019-02-13,2019-02-13,"user_1","user_1"
4623,"C","C",2020-04-08,"Out","No","",4623,4,2019-08-12,2019-08-12,"user_1","user_1"
4624,"D","D",2020-12-24,"In","","Yes",4624,6,2020-02-08,2020-02-08,"user_1","user_1"
4625,"E","E",2021-09-10,"Out","No","",4625,2,2020-08-06,2020-08-06,"user_1","user_1"
4626,"F","F",2018-11-05,"In","","Yes",4626,4,2018-08-17,2018-08-17,"user_1","user_1"
4627,"G","G",2019-07-23,"Out","No","",4627,5,2019-02-13,2019-02-13,"user_1","user_1"
4628,"H","H",2020-04-08,"In","","Yes",4628,2,2019-08-12,2019-08-12,"user_1","user_1"
4629,"I","I",2020-12-24,"Out","No","",4629,4,2020-02-08,2020-02-08,"user_1","user_1"
4630,"J","J",2021-09-10,"In","","Yes",4630,6,2020-08-06,2020-08-06,"user_1","user_1"
4631,"K","K",2018-11-05,"Out","No","",4631,2,2018-08-17,2018-08-17,"user_1","user_1"
4632,"L","L",2019-07-23,"In","","Yes",4632,4,2019-02-13,2019-02-13,"user_1","user_1"
4633,"M","M",2020-04-08,"Out","No","",4633,5,2019-08-12,2019-08-12,"user_1","user_1"
4634,"N","N",2020-12-24,"In","","Yes",4634,4,2020-02-08,2020-02-08,"user_1","user_1"
4635,"O","O",2021-09-10,"Out","No","",4635,2,2020-08-06,2020-08-06,"user_1","user_1"
4636,"P","P",2018-11-05,"In","","Yes",4636,5,2018-08-17,2018-08-17,"user_1","user_1"
4637,"Q","Q",2019-07-23,"Out","No","",4637,1,2019-02-13,2019-02-13,"user_1","user_1"
4638,"R","R",2020-04-08,"In","","Yes",4638,4,2019-08-12,2019-08-12,"user_1","user_1"
4639,"S","S",2020-12-24,"Out","No","",4639,6,2020-02-08,2020-02-08,"user_1","user_1"
4640,"T","T",2021-09-10,"In","","Yes",4640,6,2020-08-06,2020-08-06,"user_1","user_1"
4641,"A","A",2018-11-05,"Out","No","",4641,4,2018-08-17,2018-08-17,"user_1","user_1"
4642,"B","B",2019-07-23,"In","","Yes",4642,1,2019-02-13,2019-02-13,"user_1","user_1"
4643,"C","C",2020-04-08,"Out","No","",4643,3,2019-08-12,2019-08-12,"user_1","user_1"
4644,"D","D",2020-12-24,"In","","Yes",4644,4,2020-02-08,2020-02-08,"user_1","user_1"
4645,"E","E",2021-09-10,"Out","No","",4645,4,2020-08-06,2020-08-06,"user_1","user_1"
4646,"F","F",2018-11-05,"In","","Yes",4646,6,2018-08-17,2018-08-17,"user_1","user_1"
4647,"G","G",2019-07-23,"Out","No","",4647,4,2019-02-13,2019-02-13,"user_1","user_1"
4648,"H","H",2020-04-08,"In","","Yes",4648,4,2019-08-12,2019-08-12,"user_1","user_1"
4649,"I","I",2020-12-24,"Out","No","",4649,6,2020-02-08,2020-02-08,"user_1","user_1"
4650,"J","J",2021-09-10,"In","","Yes",4650,1,2020-08-06,2020-08-06,"user_1","user_1"
4651,"K","K",2018-11-05,"Out","No","",4651,3,2018-08-17,2018-08-17,"user_1","user_1"
4652,"L","L",2019-07-23,"In","","Yes",4652,2,2019-02-13,2019-02-13,"user_1","user_1"
4653,"M","M",2020-04-08,"Out","No","",4653,3,2019-08-12,2019-08-12,"user_1","user_1"
4654,"N","N",2020-12-24,"In","","Yes",4654,2,2020-02-08,2020-02-08,"user_1","user_1"
4655,"O","O",2021-09-10,"Out","No","",4655,2,2020-08-06,2020-08-06,"user_1","user_1"
4656,"P","P",2018-11-05,"In","","Yes",4656,3,2018-08-17,2018-08-17,"user_1","user_1"
4657,"Q","Q",2019-07-23,"Out","No","",4657,3,2019-02-13,2019-02-13,"user_1","user_1"
4658,"R","R",2020-04-08,"In","","Yes",4658,3,2019-08-12,2019-08-12,"user_1","user_1"
4659,"S","S",2020-12-24,"Out","No","",4659,6,2020-02-08,2020-02-08,"user_1","user_1"
4660,"T","T",2021-09-10,"In","","Yes",4660,3,2020-08-06,2020-08-06,"user_1","user_1"
4661,"A","A",2018-11-05,"Out","No","",4661,3,2018-08-17,2018-08-17,"user_1","user_1"
4662,"B","B",2019-07-23,"In","","Yes",4662,3,2019-02-13,2019-02-13,"user_1","user_1"
4663,"C","C",2020-04-08,"Out","No","",4663,4,2019-08-12,2019-08-12,"user_1","user_1"
4664,"D","D",2020-12-24,"In","","Yes",4664,2,2020-02-08,2020-02-08,"user_1","user_1"
4665,"E","E",2021-09-10,"Out","No","",4665,5,2020-08-06,2020-08-06,"user_1","user_1"
4666,"F","F",2018-11-05,"In","","Yes",4666,3,2018-08-17,2018-08-17,"user_1","user_1"
4667,"G","G",2019-07-23,"Out","No","",4667,1,2019-02-13,2019-02-13,"user_1","user_1"
4668,"H","H",2020-04-08,"In","","Yes",4668,6,2019-08-12,2019-08-12,"user_1","user_1"
4669,"I","I",2020-12-24,"Out","No","",4669,1,2020-02-08,2020-02-08,"user_1","user_1"
4670,"J","J",2021-09-10,"In","","Yes",4670,4,2020-08-06,2020-08-06,"user_1","user_1"
4671,"K","K",2018-11-05,"Out","No","",4671,5,2018-08-17,2018-08-17,"user_1","user_1"
4672,"L","L",2019-07-23,"In","","Yes",4672,1,2019-02-13,2019-02-13,"user_1","user_1"
4673,"M","M",2020-04-08,"Out","No","",4673,3,2019-08-12,2019-08-12,"user_1","user_1"
4674,"N","N",2020-12-24,"In","","Yes",4674,4,2020-02-08,2020-02-08,"user_1","user_1"
4675,"O","O",2021-09-10,"Out","No","",4675,2,2020-08-06,2020-08-06,"user_1","user_1"
4676,"P","P",2018-11-05,"In","","Yes",4676,3,2018-08-17,2018-08-17,"user_1","user_1"
4677,"Q","Q",2019-07-23,"Out","No","",4677,6,2019-02-13,2019-02-13,"user_1","user_1"
4678,"R","R",2020-04-08,"In","","Yes",4678,2,2019-08-12,2019-08-12,"user_1","user_1"
4679,"S","S",2020-12-24,"Out","No","",4679,2,2020-02-08,2020-02-08,"user_1","user_1"
4680,"T","T",2021-09-10,"In","","Yes",4680,3,2020-08-06,2020-08-06,"user_1","user_1"
4681,"A","A",2018-11-05,"Out","No","",4681,5,2018-08-17,2018-08-17,"user_1","user_1"
4682,"B","B",2019-07-23,"In","","Yes",4682,4,2019-02-13,2019-02-13,"user_1","user_1"
4683,"C","C",2020-04-08,"Out","No","",4683,3,2019-08-12,2019-08-12,"user_1","user_1"
4684,"D","D",2020-12-24,"In","","Yes",4684,1,2020-02-08,2020-02-08,"user_1","user_1"
4685,"E","E",2021-09-10,"Out","No","",4685,2,2020-08-06,2020-08-06,"user_1","user_1"
4686,"F","F",2018-11-05,"In","","Yes",4686,1,2018-08-17,2018-08-17,"user_1","user_1"
4687,"G","G",2019-07-23,"Out","No","",4687,3,2019-02-13,2019-02-13,"user_1","user_1"
4688,"H","H",2020-04-08,"In","","Yes",4688,4,2019-08-12,2019-08-12,"user_1","user_1"
4689,"I","I",2020-12-24,"Out","No","",4689,6,2020-02-08,2020-02-08,"user_1","user_1"
4690,"J","J",2021-09-10,"In","","Yes",4690,3,2020-08-06,2020-08-06,"user_1","user_1"
4691,"K","K",2018-11-05,"Out","No","",4691,1,2018-08-17,2018-08-17,"user_1","user_1"
4692,"L","L",2019-07-23,"In","","Yes",4692,2,2019-02-13,2019-02-13,"user_1","user_1"
4693,"M","M",2020-04-08,"Out","No","",4693,4,2019-08-12,2019-08-12,"user_1","user_1"
4694,"N","N",2020-12-24,"In","","Yes",4694,5,2020-02-08,2020-02-08,"user_1","user_1"
4695,"O","O",2021-09-10,"Out","No","",4695,6,2020-08-06,2020-08-06,"user_1","user_1"
4696,"P","P",2018-11-05,"In","","Yes",4696,4,2018-08-17,2018-08-17,"user_1","user_1"
4697,"Q","Q",2019-07-23,"Out","No","",4697,2,2019-02-13,2019-02-13,"user_1","user_1"
4698,"R","R",2020-04-08,"In","","Yes",4698,2,2019-08-12,2019-08-12,"user_1","user_1"
4699,"S","S",2020-12-24,"Out","No","",4699,4,2020-02-08,2020-02-08,"user_1","user_1"
4700,"T","T",2021-09-10,"In","","Yes",4700,5,2020-08-06,2020-08-06,"user_1","user_1"
4701,"A","A",2018-11-05,"Out","No","",4701,3,2018-08-17,2018-08-17,"user_1","user_1"
4702,"B","B",2019-07-23,"In","","Yes",4702,3,2019-02-13,2019-02-13,"user_1","user_1"
4703,"C","C",2020-04-08,"Out","No","",4703,4,2019-08-12,2019-08-12,"user_1","user_1"
4704,"D","D",2020-12-24,"In","","Yes",4704,6,2020-02-08,2020-02-08,"user_1","user_1"
4705,"E","E",2021-09-10,"Out","No","",4705,6,2020-08-06,2020-08-06,"user_1","user_1"
4706,"F","F",2018-11-05,"In","","Yes",4706,6,2018-08-17,2018-08-17,"user_1","user_1"
4707,"G","G",2019-07-23,"Out","No","",4707,4,2019-02-13,2019-02-13,"user_1","user_1"
4708,"H","H",2020-04-08,"In","","Yes",4708,1,2019-08-12,2019-08-12,"user_1","user_1"
4709,"I","I",2020-12-24,"Out","No","",4709,6,2020-02-08,2020-02-08,"user_1","user_1"
4710,"J","J",2021-09-10,"In","","Yes",4710,6,2020-08-06,2020-08-06,"user_1","user_1"
4711,"K","K",2018-11-05,"Out","No","",4711,3,2018-08-17,2018-08-17,"user_1","user_1"
4712,"L","L",2019-07-23,"In","","Yes",4712,6,2019-02-13,2019-02-13,"user_1","user_1"
4713,"M","M",2020-04-08,"Out","No","",4713,6,2019-08-12,2019-08-12,"user_1","user_1"
4714,"N","N",2020-12-24,"In","","Yes",4714,4,2020-02-08,2020-02-08,"user_1","user_1"
4715,"O","O",2021-09-10,"Out","No","",4715,4,2020-08-06,2020-08-06,"user_1","user_1"
4716,"P","P",2018-11-05,"In","","Yes",4716,6,2018-08-17,2018-08-17,"user_1","user_1"
4717,"Q","Q",2019-07-23,"Out","No","",4717,3,2019-02-13,2019-02-13,"user_1","user_1"
4718,"R","R",2020-04-08,"In","","Yes",4718,2,2019-08-12,2019-08-12,"user_1","user_1"
4719,"S","S",2020-12-24,"Out","No","",4719,4,2020-02-08,2020-02-08,"user_1","user_1"
4720,"T","T",2021-09-10,"In","","Yes",4720,6,2020-08-06,2020-08-06,"user_1","user_1"
4721,"A","A",2018-11-05,"Out","No","",4721,5,2018-08-17,2018-08-17,"user_1","user_1"
4722,"B","B",2019-07-23,"In","","Yes",4722,4,2019-02-13,2019-02-13,"user_1","user_1"
4723,"C","C",2020-04-08,"Out","No","",4723,3,2019-08-12,2019-08-12,"user_1","user_1"
4724,"D","D",2020-12-24,"In","","Yes",4724,5,2020-02-08,2020-02-08,"user_1","user_1"
4725,"E","E",2021-09-10,"Out","No","",4725,3,2020-08-06,2020-08-06,"user_1","user_1"
4726,"F","F",2018-11-05,"In","","Yes",4726,5,2018-08-17,2018-08-17,"user_1","user_1"
4727,"G","G",2019-07-23,"Out","No","",4727,2,2019-02-13,2019-02-13,"user_1","user_1"
4728,"H","H",2020-04-08,"In","","Yes",4728,4,2019-08-12,2019-08-12,"user_1","user_1"
4729,"I","I",2020-12-24,"Out","No","",4729,3,2020-02-08,2020-02-08,"user_1","user_1"
4730,"J","J",2021-09-10,"In","","Yes",4730,5,2020-08-06,2020-08-06,"user_1","user_1"
4731,"K","K",2018-11-05,"Out","No","",4731,2,2018-08-17,2018-08-17,"user_1","user_1"
4732,"L","L",2019-07-23,"In","","Yes",4732,1,2019-02-13,2019-02-13,"user_1","user_1"
4733,"M","M",2020-04-08,"Out","No","",4733,3,2019-08-12,2019-08-12,"user_1","user_1"
4734,"N","N",2020-12-24,"In","","Yes",4734,4,2020-02-08,2020-02-08,"user_1","user_1"
4735,"O","O",2021-09-10,"Out","No","",4735,6,2020-08-06,2020-08-06,"user_1","user_1"
4736,"P","P",2018-11-05,"In","","Yes",4736,4,2018-08-17,2018-08-17,"user_1","user_1"
4737,"Q","Q",2019-07-23,"Out","No","",4737,3,2019-02-13,2019-02-13,"user_1","user_1"
4738,"R","R",2020-04-08,"In","","Yes",4738,1,2019-08-12,2019-08-12,"user_1","user_1"
4739,"S","S",2020-12-24,"Out","No","",4739,2,2020-02-08,2020-02-08,"user_1","user_1"
4740,"T","T",2021-09-10,"In","","Yes",4740,1,2020-08-06,2020-08-06,"user_1","user_1"
4741,"A","A",2018-11-05,"Out","No","",4741,5,2018-08-17,2018-08-17,"user_1","user_1"
4742,"B","B",2019-07-23,"In","","Yes",4742,3,2019-02-13,2019-02-13,"user_1","user_1"
4743,"C","C",2020-04-08,"Out","No","",4743,2,2019-08-12,2019-08-12,"user_1","user_1"
4744,"D","D",2020-12-24,"In","","Yes",4744,3,2020-02-08,2020-02-08,"user_1","user_1"
4745,"E","E",2021-09-10,"Out","No","",4745,6,2020-08-06,2020-08-06,"user_1","user_1"
4746,"F","F",2018-11-05,"In","","Yes",4746,1,2018-08-17,2018-08-17,"user_1","user_1"
4747,"G","G",2019-07-23,"Out","No","",4747,2,2019-02-13,2019-02-13,"user_1","user_1"
4748,"H","H",2020-04-08,"In","","Yes",4748,6,2019-08-12,2019-08-12,"user_1","user_1"
4749,"I","I",2020-12-24,"Out","No","",4749,5,2020-02-08,2020-02-08,"user_1","user_1"
4750,"J","J",2021-09-10,"In","","Yes",4750,5,2020-08-06,2020-08-06,"user_1","user_1"
4751,"K","K",2018-11-05,"Out","No","",4751,6,2018-08-17,2018-08-17,"user_1","user_1"
4752,"L","L",2019-07-23,"In","","Yes",4752,3,2019-02-13,2019-02-13,"user_1","user_1"
4753,"M","M",2020-04-08,"Out","No","",4753,4,2019-08-12,2019-08-12,"user_1","user_1"
4754,"N","N",2020-12-24,"In","","Yes",4754,4,2020-02-08,2020-02-08,"user_1","user_1"
4755,"O","O",2021-09-10,"Out","No","",4755,6,2020-08-06,2020-08-06,"user_1","user_1"
4756,"P","P",2018-11-05,"In","","Yes",4756,6,2018-08-17,2018-08-17,"user_1","user_1"
4757,"Q","Q",2019-07-23,"Out","No","",4757,3,2019-02-13,2019-02-13,"user_1","user_1"
4758,"R","R",2020-04-08,"In","","Yes",4758,1,2019-08-12,2019-08-12,"user_1","user_1"
4759,"S","S",2020-12-24,"Out","No","",4759,1,2020-02-08,2020-02-08,"user_1","user_1"
4760,"T","T",2021-09-10,"In","","Yes",4760,2,2020-08-06,2020-08-06,"user_1","user_1"
4761,"A","A",2018-11-05,"Out","No","",4761,3,2018-08-17,2018-08-17,"user_1","user_1"
4762,"B","B",2019-07-23,"In","","Yes",4762,1,2019-02-13,2019-02-13,"user_1","user_1"
4763,"C","C",2020-04-08,"Out","No","",4763,6,2019-08-12,2019-08-12,"user_1","user_1"
4764,"D","D",2020-12-24,"In","","Yes",4764,4,2020-02-08,2020-02-08,"user_1","user_1"
4765,"E","E",2021-09-10,"Out","No","",4765,4,2020-08-06,2020-08-06,"user_1","user_1"
4766,"F","F",2018-11-05,"In","","Yes",4766,2,2018-08-17,2018-08-17,"user_1","user_1"
4767,"G","G",2019-07-23,"Out","No","",4767,4,2019-02-13,2019-02-13,"user_1","user_1"
4768,"H","H",2020-04-08,"In","","Yes",4768,1,2019-08-12,2019-08-12,"user_1","user_1"
4769,"I","I",2020-12-24,"Out","No","",4769,6,2020-02-08,2020-02-08,"user_1","user_1"
4770,"J","J",2021-09-10,"In","","Yes",4770,4,2020-08-06,2020-08-06,"user_1","user_1"
4771,"K","K",2018-11-05,"Out","No","",4771,3,2018-08-17,2018-08-17,"user_1","user_1"
4772,"L","L",2019-07-23,"In","","Yes",4772,1,2019-02-13,2019-02-13,"user_1","user_1"
4773,"M","M",2020-04-08,"Out","No","",4773,6,2019-08-12,2019-08-12,"user_1","user_1"
4774,"N","N",2020-12-24,"In","","Yes",4774,4,2020-02-08,2020-02-08,"user_1","user_1"
4775,"O","O",2021-09-10,"Out","No","",4775,6,2020-08-06,2020-08-06,"user_1","user_1"
4776,"P","P",2018-11-05,"In","","Yes",4776,3,2018-08-17,2018-08-17,"user_1","user_1"
4777,"Q","Q",2019-07-23,"Out","No","",4777,4,2019-02-13,2019-02-13,"user_1","user_1"
4778,"R","R",2020-04-08,"In","","Yes",4778,2,2019-08-12,2019-08-12,"user_1","user_1"
4779,"S","S",2020-12-24,"Out","No","",4779,6,2020-02-08,2020-02-08,"user_1","user_1"
4780,"T","T",2021-09-10,"In","","Yes",4780,2,2020-08-06,2020-08-06,"user_1","user_1"
4781,"A","A",2018-11-05,"Out","No","",4781,2,2018-08-17,2018-08-17,"user_1","user_1"
4782,"B","B",2019-07-23,"In","","Yes",4782,4,2019-02-13,2019-02-13,"user_1","user_1"
4783,"C","C",2020-04-08,"Out","No","",4783,6,2019-08-12,2019-08-12,"user_1","user_1"
4784,"D","D",2020-12-24,"In","","Yes",4784,4,2020-02-08,2020-02-08,"user_1","user_1"
4785,"E","E",2021-09-10,"Out","No","",4785,2,2020-08-06,2020-08-06,"user_1","user_1"
4786,"F","F",2018-11-05,"In","","Yes",4786,5,2018-08-17,2018-08-17,"user_1","user_1"
4787,"G","G",2019-07-23,"Out","No","",4787,2,2019-02-13,2019-02-13,"user_1","user_1"
4788,"H","H",2020-04-08,"In","","Yes",4788,6,2019-08-12,2019-08-12,"user_1","user_1"
4789,"I","I",2020-12-24,"Out","No","",4789,6,2020-02-08,2020-02-08,"user_1","user_1"
4790,"J","J",2021-09-10,"In","","Yes",4790,2,2020-08-06,2020-08-06,"user_1","user_1"
4791,"K","K",2018-11-05,"Out","No","",4791,6,2018-08-17,2018-08-17,"user_1","user_1"
4792,"L","L",2019-07-23,"In","","Yes",4792,3,2019-02-13,2019-02-13,"user_1","user_1"
4793,"M","M",2020-04-08,"Out","No","",4793,3,2019-08-12,2019-08-12,"user_1","user_1"
4794,"N","N",2020-12-24,"In","","Yes",4794,4,2020-02-08,2020-02-08,"user_1","user_1"
4795,"O","O",2021-09-10,"Out","No","",4795,3,2020-08-06,2020-08-06,"user_1","user_1"
4796,"P","P",2018-11-05,"In","","Yes",4796,1,2018-08-17,2018-08-17,"user_1","user_1"
4797,"Q","Q",2019-07-23,"Out","No","",4797,4,2019-02-13,2019-02-13,"user_1","user_1"
4798,"R","R",2020-04-08,"In","","Yes",4798,2,2019-08-12,2019-08-12,"user_1","user_1"
4799,"S","S",2020-12-24,"Out","No","",4799,3,2020-02-08,2020-02-08,"user_1","user_1"
4800,"T","T",2021-09-10,"In","","Yes",4800,5,2020-08-06,2020-08-06,"user_1","user_1"
4801,"A","A",2018-11-05,"Out","No","",4801,2,2018-08-17,2018-08-17,"user_1","user_1"
4802,"B","B",2019-07-23,"In","","Yes",4802,1,2019-02-13,2019-02-13,"user_1","user_1"
4803,"C","C",2020-04-08,"Out","No","",4803,1,2019-08-12,2019-08-12,"user_1","user_1"
4804,"D","D",2020-12-24,"In","","Yes",4804,3,2020-02-08,2020-02-08,"user_1","user_1"
4805,"E","E",2021-09-10,"Out","No","",4805,1,2020-08-06,2020-08-06,"user_1","user_1"
4806,"F","F",2018-11-05,"In","","Yes",4806,1,2018-08-17,2018-08-17,"user_1","user_1"
4807,"G","G",2019-07-23,"Out","No","",4807,2,2019-02-13,2019-02-13,"user_1","user_1"
4808,"H","H",2020-04-08,"In","","Yes",4808,3,2019-08-12,2019-08-12,"user_1","user_1"
4809,"I","I",2020-12-24,"Out","No","",4809,6,2020-02-08,2020-02-08,"user_1","user_1"
4810,"J","J",2021-09-10,"In","","Yes",4810,1,2020-08-06,2020-08-06,"user_1","user_1"
4811,"K","K",2018-11-05,"Out","No","",4811,2,2018-08-17,2018-08-17,"user_1","user_1"
4812,"L","L",2019-07-23,"In","","Yes",4812,3,2019-02-13,2019-02-13,"user_1","user_1"
4813,"M","M",2020-04-08,"Out","No","",4813,2,2019-08-12,2019-08-12,"user_1","user_1"
4814,"N","N",2020-12-24,"In","","Yes",4814,6,2020-02-08,2020-02-08,"user_1","user_1"
4815,"O","O",2021-09-10,"Out","No","",4815,3,2020-08-06,2020-08-06,"user_1","user_1"
4816,"P","P",2018-11-05,"In","","Yes",4816,5,2018-08-17,2018-08-17,"user_1","user_1"
4817,"Q","Q",2019-07-23,"Out","No","",4817,1,2019-02-13,2019-02-13,"user_1","user_1"
4818,"R","R",2020-04-08,"In","","Yes",4818,4,2019-08-12,2019-08-12,"user_1","user_1"
4819,"S","S",2020-12-24,"Out","No","",4819,5,2020-02-08,2020-02-08,"user_1","user_1"
4820,"T","T",2021-09-10,"In","","Yes",4820,4,2020-08-06,2020-08-06,"user_1","user_1"
4821,"A","A",2018-11-05,"Out","No","",4821,6,2018-08-17,2018-08-17,"user_1","user_1"
4822,"B","B",2019-07-23,"In","","Yes",4822,4,2019-02-13,2019-02-13,"user_1","user_1"
4823,"C","C",2020-04-08,"Out","No","",4823,6,2019-08-12,2019-08-12,"user_1","user_1"
4824,"D","D",2020-12-24,"In","","Yes",4824,1,2020-02-08,2020-02-08,"user_1","user_1"
4825,"E","E",2021-09-10,"Out","No","",4825,6,2020-08-06,2020-08-06,"user_1","user_1"
4826,"F","F",2018-11-05,"In","","Yes",4826,1,2018-08-17,2018-08-17,"user_1","user_1"
4827,"G","G",2019-07-23,"Out","No","",4827,3,2019-02-13,2019-02-13,"user_1","user_1"
4828,"H","H",2020-04-08,"In","","Yes",4828,6,2019-08-12,2019-08-12,"user_1","user_1"
4829,"I","I",2020-12-24,"Out","No","",4829,5,2020-02-08,2020-02-08,"user_1","user_1"
4830,"J","J",2021-09-10,"In","","Yes",4830,1,2020-08-06,2020-08-06,"user_1","user_1"
4831,"K","K",2018-11-05,"Out","No","",4831,3,2018-08-17,2018-08-17,"user_1","user_1"
4832,"L","L",2019-07-23,"In","","Yes",4832,3,2019-02-13,2019-02-13,"user_1","user_1"
4833,"M","M",2020-04-08,"Out","No","",4833,5,2019-08-12,2019-08-12,"user_1","user_1"
4834,"N","N",2020-12-24,"In","","Yes",4834,3,2020-02-08,2020-02-08,"user_1","user_1"
4835,"O","O",2021-09-10,"Out","No","",4835,6,2020-08-06,2020-08-06,"user_1","user_1"
4836,"P","P",2018-11-05,"In","","Yes",4836,4,2018-08-17,2018-08-17,"user_1","user_1"
