"id","first_name","last_name","date_of_migration","migration_type","from_region","individual_id","registration_round","registration_date","registration_update_date","registration_user","registration_update_user"
4110,"J","J","2021-09-10","In","yes",4110,5,"2020-08-06","2020-08-06","user_1","user_1"
4111,"K","K","2018-11-05","In","yes",4111,1,"2018-08-17","2018-08-17","user_1","user_1"
4112,"L","L","2019-07-23","In","yes",4112,2,"2019-02-13","2019-02-13","user_1","user_1"
4113,"M","M","2020-04-08","In","yes",4113,3,"2019-08-12","2019-08-12","user_1","user_1"
4114,"N","N","2020-12-24","In","yes",4114,4,"2020-02-08","2020-02-08","user_1","user_1"
4115,"O","O","2021-09-10","In","yes",4115,5,"2020-08-06","2020-08-06","user_1","user_1"
4116,"P","P","2018-11-05","In","yes",4116,1,"2018-08-17","2018-08-17","user_1","user_1"
4117,"Q","Q","2019-07-23","In","yes",4117,2,"2019-02-13","2019-02-13","user_1","user_1"
4118,"R","R","2020-04-08","In","yes",4118,3,"2019-08-12","2019-08-12","user_1","user_1"
4119,"S","S","2020-12-24","In","yes",4119,4,"2020-02-08","2020-02-08","user_1","user_1"
4120,"T","T","2021-09-10","In","yes",4120,5,"2020-08-06","2020-08-06","user_1","user_1"
4121,"A","A","2018-11-05","In","yes",4121,1,"2018-08-17","2018-08-17","user_1","user_1"
4122,"B","B","2019-07-23","In","yes",4122,2,"2019-02-13","2019-02-13","user_1","user_1"
4123,"C","C","2020-04-08","In","yes",4123,3,"2019-08-12","2019-08-12","user_1","user_1"
4124,"D","D","2020-12-24","In","yes",4124,4,"2020-02-08","2020-02-08","user_1","user_1"
4125,"E","E","2021-09-10","In","yes",4125,5,"2020-08-06","2020-08-06","user_1","user_1"
4126,"F","F","2018-11-05","In","yes",4126,1,"2018-08-17","2018-08-17","user_1","user_1"
4127,"G","G","2019-07-23","In","yes",4127,2,"2019-02-13","2019-02-13","user_1","user_1"
4128,"H","H","2020-04-08","In","yes",4128,3,"2019-08-12","2019-08-12","user_1","user_1"
4129,"I","I","2020-12-24","In","yes",4129,4,"2020-02-08","2020-02-08","user_1","user_1"
4130,"J","J","2021-09-10","In","yes",4130,5,"2020-08-06","2020-08-06","user_1","user_1"
4131,"K","K","2018-11-05","In","yes",4131,1,"2018-08-17","2018-08-17","user_1","user_1"
4132,"L","L","2019-07-23","In","yes",4132,2,"2019-02-13","2019-02-13","user_1","user_1"
4133,"M","M","2020-04-08","In","yes",4133,3,"2019-08-12","2019-08-12","user_1","user_1"
4134,"N","N","2020-12-24","In","yes",4134,4,"2020-02-08","2020-02-08","user_1","user_1"
4135,"O","O","2021-09-10","In","yes",4135,5,"2020-08-06","2020-08-06","user_1","user_1"
4136,"P","P","2018-11-05","In","yes",4136,1,"2018-08-17","2018-08-17","user_1","user_1"
4137,"Q","Q","2019-07-23","In","yes",4137,2,"2019-02-13","2019-02-13","user_1","user_1"
4138,"R","R","2020-04-08","In","yes",4138,3,"2019-08-12","2019-08-12","user_1","user_1"
4139,"S","S","2020-12-24","In","yes",4139,4,"2020-02-08","2020-02-08","user_1","user_1"
4140,"T","T","2021-09-10","In","yes",4140,5,"2020-08-06","2020-08-06","user_1","user_1"
4141,"A","A","2018-11-05","In","yes",4141,1,"2018-08-17","2018-08-17","user_1","user_1"
4142,"B","B","2019-07-23","In","yes",4142,2,"2019-02-13","2019-02-13","user_1","user_1"
4143,"C","C","2020-04-08","In","yes",4143,3,"2019-08-12","2019-08-12","user_1","user_1"
4144,"D","D","2020-12-24","In","yes",4144,4,"2020-02-08","2020-02-08","user_1","user_1"
4145,"E","E","2021-09-10","In","yes",4145,5,"2020-08-06","2020-08-06","user_1","user_1"
4146,"F","F","2018-11-05","In","yes",4146,1,"2018-08-17","2018-08-17","user_1","user_1"
4147,"G","G","2019-07-23","In","yes",4147,2,"2019-02-13","2019-02-13","user_1","user_1"
4148,"H","H","2020-04-08","In","yes",4148,3,"2019-08-12","2019-08-12","user_1","user_1"
4149,"I","I","2020-12-24","In","yes",4149,4,"2020-02-08","2020-02-08","user_1","user_1"
4150,"J","J","2021-09-10","In","yes",4150,5,"2020-08-06","2020-08-06","user_1","user_1"
4151,"K","K","2018-11-05","In","yes",4151,1,"2018-08-17","2018-08-17","user_1","user_1"
4152,"L","L","2019-07-23","In","yes",4152,2,"2019-02-13","2019-02-13","user_1","user_1"
4153,"M","M","2020-04-08","In","yes",4153,3,"2019-08-12","2019-08-12","user_1","user_1"
4154,"N","N","2020-12-24","In","yes",4154,4,"2020-02-08","2020-02-08","user_1","user_1"
4155,"O","O","2021-09-10","In","yes",4155,5,"2020-08-06","2020-08-06","user_1","user_1"
4156,"P","P","2018-11-05","In","yes",4156,1,"2018-08-17","2018-08-17","user_1","user_1"
4157,"Q","Q","2019-07-23","In","yes",4157,2,"2019-02-13","2019-02-13","user_1","user_1"
4158,"R","R","2020-04-08","In","yes",4158,3,"2019-08-12","2019-08-12","user_1","user_1"
4159,"S","S","2020-12-24","In","yes",4159,4,"2020-02-08","2020-02-08","user_1","user_1"
4160,"T","T","2021-09-10","In","yes",4160,5,"2020-08-06","2020-08-06","user_1","user_1"
4161,"A","A","2018-11-05","In","yes",4161,1,"2018-08-17","2018-08-17","user_1","user_1"
4162,"B","B","2019-07-23","In","yes",4162,2,"2019-02-13","2019-02-13","user_1","user_1"
4163,"C","C","2020-04-08","In","yes",4163,3,"2019-08-12","2019-08-12","user_1","user_1"
4164,"D","D","2020-12-24","In","yes",4164,4,"2020-02-08","2020-02-08","user_1","user_1"
4165,"E","E","2021-09-10","In","yes",4165,5,"2020-08-06","2020-08-06","user_1","user_1"
4166,"F","F","2018-11-05","In","yes",4166,1,"2018-08-17","2018-08-17","user_1","user_1"
4167,"G","G","2019-07-23","In","yes",4167,2,"2019-02-13","2019-02-13","user_1","user_1"
4168,"H","H","2020-04-08","In","yes",4168,3,"2019-08-12","2019-08-12","user_1","user_1"
4169,"I","I","2020-12-24","In","yes",4169,4,"2020-02-08","2020-02-08","user_1","user_1"
4170,"J","J","2021-09-10","In","yes",4170,5,"2020-08-06","2020-08-06","user_1","user_1"
4171,"K","K","2018-11-05","In","yes",4171,1,"2018-08-17","2018-08-17","user_1","user_1"
4172,"L","L","2019-07-23","In","yes",4172,2,"2019-02-13","2019-02-13","user_1","user_1"
4173,"M","M","2020-04-08","In","yes",4173,3,"2019-08-12","2019-08-12","user_1","user_1"
4174,"N","N","2020-12-24","In","yes",4174,4,"2020-02-08","2020-02-08","user_1","user_1"
4175,"O","O","2021-09-10","In","yes",4175,5,"2020-08-06","2020-08-06","user_1","user_1"
4176,"P","P","2018-11-05","In","yes",4176,1,"2018-08-17","2018-08-17","user_1","user_1"
4177,"Q","Q","2019-07-23","In","yes",4177,2,"2019-02-13","2019-02-13","user_1","user_1"
4178,"R","R","2020-04-08","In","yes",4178,3,"2019-08-12","2019-08-12","user_1","user_1"
4179,"S","S","2020-12-24","In","yes",4179,4,"2020-02-08","2020-02-08","user_1","user_1"
4180,"T","T","2021-09-10","In","yes",4180,5,"2020-08-06","2020-08-06","user_1","user_1"
4181,"A","A","2018-11-05","In","yes",4181,1,"2018-08-17","2018-08-17","user_1","user_1"
4182,"B","B","2019-07-23","In","yes",4182,2,"2019-02-13","2019-02-13","user_1","user_1"
4183,"C","C","2020-04-08","In","yes",4183,3,"2019-08-12","2019-08-12","user_1","user_1"
4184,"D","D","2020-12-24","In","yes",4184,4,"2020-02-08","2020-02-08","user_1","user_1"
4185,"E","E","2021-09-10","In","yes",4185,5,"2020-08-06","2020-08-06","user_1","user_1"
4186,"F","F","2018-11-05","In","yes",4186,1,"2018-08-17","2018-08-17","user_1","user_1"
4187,"G","G","2019-07-23","In","yes",4187,2,"2019-02-13","2019-02-13","user_1","user_1"
4188,"H","H","2020-04-08","In","yes",4188,3,"2019-08-12","2019-08-12","user_1","user_1"
4189,"I","I","2020-12-24","In","yes",4189,4,"2020-02-08","2020-02-08","user_1","user_1"
4190,"J","J","2021-09-10","In","yes",4190,5,"2020-08-06","2020-08-06","user_1","user_1"
4191,"K","K","2018-11-05","In","yes",4191,1,"2018-08-17","2018-08-17","user_1","user_1"
4192,"L","L","2019-07-23","In","yes",4192,2,"2019-02-13","2019-02-13","user_1","user_1"
4193,"M","M","2020-04-08","In","yes",4193,3,"2019-08-12","2019-08-12","user_1","user_1"
4194,"N","N","2020-12-24","In","yes",4194,4,"2020-02-08","2020-02-08","user_1","user_1"
4195,"O","O","2021-09-10","In","yes",4195,5,"2020-08-06","2020-08-06","user_1","user_1"
4196,"P","P","2018-11-05","In","yes",4196,1,"2018-08-17","2018-08-17","user_1","user_1"
4197,"Q","Q","2019-07-23","In","yes",4197,2,"2019-02-13","2019-02-13","user_1","user_1"
4198,"R","R","2020-04-08","In","yes",4198,3,"2019-08-12","2019-08-12","user_1","user_1"
4199,"S","S","2020-12-24","In","yes",4199,4,"2020-02-08","2020-02-08","user_1","user_1"
4200,"T","T","2021-09-10","In","yes",4200,5,"2020-08-06","2020-08-06","user_1","user_1"
4201,"A","A","2018-11-05","In","yes",4201,1,"2018-08-17","2018-08-17","user_1","user_1"
4202,"B","B","2019-07-23","In","yes",4202,2,"2019-02-13","2019-02-13","user_1","user_1"
4203,"C","C","2020-04-08","In","yes",4203,3,"2019-08-12","2019-08-12","user_1","user_1"
4204,"D","D","2020-12-24","In","yes",4204,4,"2020-02-08","2020-02-08","user_1","user_1"
4205,"E","E","2021-09-10","In","yes",4205,5,"2020-08-06","2020-08-06","user_1","user_1"
4206,"F","F","2018-11-05","In","yes",4206,1,"2018-08-17","2018-08-17","user_1","user_1"
4207,"G","G","2019-07-23","In","yes",4207,2,"2019-02-13","2019-02-13","user_1","user_1"
4208,"H","H","2020-04-08","In","yes",4208,3,"2019-08-12","2019-08-12","user_1","user_1"
4209,"I","I","2020-12-24","In","yes",4209,4,"2020-02-08","2020-02-08","user_1","user_1"
4210,"J","J","2021-09-10","In","yes",4210,5,"2020-08-06","2020-08-06","user_1","user_1"
4211,"K","K","2018-11-05","In","yes",4211,1,"2018-08-17","2018-08-17","user_1","user_1"
4212,"L","L","2019-07-23","In","yes",4212,2,"2019-02-13","2019-02-13","user_1","user_1"
4213,"M","M","2020-04-08","In","yes",4213,3,"2019-08-12","2019-08-12","user_1","user_1"
4214,"N","N","2020-12-24","In","yes",4214,4,"2020-02-08","2020-02-08","user_1","user_1"
4215,"O","O","2021-09-10","In","yes",4215,5,"2020-08-06","2020-08-06","user_1","user_1"
4216,"P","P","2018-11-05","In","yes",4216,1,"2018-08-17","2018-08-17","user_1","user_1"
4217,"Q","Q","2019-07-23","In","yes",4217,2,"2019-02-13","2019-02-13","user_1","user_1"
4218,"R","R","2020-04-08","In","yes",4218,3,"2019-08-12","2019-08-12","user_1","user_1"
4219,"S","S","2020-12-24","In","yes",4219,4,"2020-02-08","2020-02-08","user_1","user_1"
4220,"T","T","2021-09-10","In","yes",4220,5,"2020-08-06","2020-08-06","user_1","user_1"
4221,"A","A","2018-11-05","In","yes",4221,1,"2018-08-17","2018-08-17","user_1","user_1"
4222,"B","B","2019-07-23","In","yes",4222,2,"2019-02-13","2019-02-13","user_1","user_1"
4223,"C","C","2020-04-08","In","yes",4223,3,"2019-08-12","2019-08-12","user_1","user_1"
4224,"D","D","2020-12-24","In","yes",4224,4,"2020-02-08","2020-02-08","user_1","user_1"
4225,"E","E","2021-09-10","In","yes",4225,5,"2020-08-06","2020-08-06","user_1","user_1"
4226,"F","F","2018-11-05","In","yes",4226,1,"2018-08-17","2018-08-17","user_1","user_1"
4227,"G","G","2019-07-23","In","yes",4227,2,"2019-02-13","2019-02-13","user_1","user_1"
4228,"H","H","2020-04-08","In","yes",4228,3,"2019-08-12","2019-08-12","user_1","user_1"
4229,"I","I","2020-12-24","In","yes",4229,4,"2020-02-08","2020-02-08","user_1","user_1"
4230,"J","J","2021-09-10","In","yes",4230,5,"2020-08-06","2020-08-06","user_1","user_1"
4231,"K","K","2018-11-05","In","yes",4231,1,"2018-08-17","2018-08-17","user_1","user_1"
4232,"L","L","2019-07-23","In","yes",4232,2,"2019-02-13","2019-02-13","user_1","user_1"
4233,"M","M","2020-04-08","In","yes",4233,3,"2019-08-12","2019-08-12","user_1","user_1"
4234,"N","N","2020-12-24","In","yes",4234,4,"2020-02-08","2020-02-08","user_1","user_1"
4235,"O","O","2021-09-10","In","yes",4235,5,"2020-08-06","2020-08-06","user_1","user_1"
4236,"P","P","2018-11-05","In","yes",4236,1,"2018-08-17","2018-08-17","user_1","user_1"
4237,"Q","Q","2019-07-23","In","yes",4237,2,"2019-02-13","2019-02-13","user_1","user_1"
4238,"R","R","2020-04-08","In","yes",4238,3,"2019-08-12","2019-08-12","user_1","user_1"
4239,"S","S","2020-12-24","In","yes",4239,4,"2020-02-08","2020-02-08","user_1","user_1"
4240,"T","T","2021-09-10","In","yes",4240,5,"2020-08-06","2020-08-06","user_1","user_1"
4241,"A","A","2018-11-05","In","yes",4241,1,"2018-08-17","2018-08-17","user_1","user_1"
4242,"B","B","2019-07-23","In","yes",4242,2,"2019-02-13","2019-02-13","user_1","user_1"
4243,"C","C","2020-04-08","In","yes",4243,3,"2019-08-12","2019-08-12","user_1","user_1"
4244,"D","D","2020-12-24","In","yes",4244,4,"2020-02-08","2020-02-08","user_1","user_1"
4245,"E","E","2021-09-10","In","yes",4245,5,"2020-08-06","2020-08-06","user_1","user_1"
4246,"F","F","2018-11-05","In","yes",4246,1,"2018-08-17","2018-08-17","user_1","user_1"
4247,"G","G","2019-07-23","In","yes",4247,2,"2019-02-13","2019-02-13","user_1","user_1"
4248,"H","H","2020-04-08","In","yes",4248,3,"2019-08-12","2019-08-12","user_1","user_1"
4249,"I","I","2020-12-24","In","yes",4249,4,"2020-02-08","2020-02-08","user_1","user_1"
4250,"J","J","2021-09-10","In","yes",4250,5,"2020-08-06","2020-08-06","user_1","user_1"
4251,"K","K","2018-11-05","In","yes",4251,1,"2018-08-17","2018-08-17","user_1","user_1"
4252,"L","L","2019-07-23","In","yes",4252,2,"2019-02-13","2019-02-13","user_1","user_1"
4253,"M","M","2020-04-08","In","yes",4253,3,"2019-08-12","2019-08-12","user_1","user_1"
4254,"N","N","2020-12-24","In","yes",4254,4,"2020-02-08","2020-02-08","user_1","user_1"
4255,"O","O","2021-09-10","In","yes",4255,5,"2020-08-06","2020-08-06","user_1","user_1"
4256,"P","P","2018-11-05","In","yes",4256,1,"2018-08-17","2018-08-17","user_1","user_1"
4257,"Q","Q","2019-07-23","In","yes",4257,2,"2019-02-13","2019-02-13","user_1","user_1"
4258,"R","R","2020-04-08","In","yes",4258,3,"2019-08-12","2019-08-12","user_1","user_1"
4259,"S","S","2020-12-24","In","yes",4259,4,"2020-02-08","2020-02-08","user_1","user_1"
4260,"T","T","2021-09-10","In","yes",4260,5,"2020-08-06","2020-08-06","user_1","user_1"
4261,"A","A","2018-11-05","In","yes",4261,1,"2018-08-17","2018-08-17","user_1","user_1"
4262,"B","B","2019-07-23","In","yes",4262,2,"2019-02-13","2019-02-13","user_1","user_1"
4263,"C","C","2020-04-08","In","yes",4263,3,"2019-08-12","2019-08-12","user_1","user_1"
4264,"D","D","2020-12-24","In","yes",4264,4,"2020-02-08","2020-02-08","user_1","user_1"
4265,"E","E","2021-09-10","In","yes",4265,5,"2020-08-06","2020-08-06","user_1","user_1"
4266,"F","F","2018-11-05","In","yes",4266,1,"2018-08-17","2018-08-17","user_1","user_1"
4267,"G","G","2019-07-23","In","yes",4267,2,"2019-02-13","2019-02-13","user_1","user_1"
4268,"H","H","2020-04-08","In","yes",4268,3,"2019-08-12","2019-08-12","user_1","user_1"
4269,"I","I","2020-12-24","In","yes",4269,4,"2020-02-08","2020-02-08","user_1","user_1"
4270,"J","J","2021-09-10","In","yes",4270,5,"2020-08-06","2020-08-06","user_1","user_1"
4271,"K","K","2018-11-05","In","yes",4271,1,"2018-08-17","2018-08-17","user_1","user_1"
4272,"L","L","2019-07-23","In","yes",4272,2,"2019-02-13","2019-02-13","user_1","user_1"
4273,"M","M","2020-04-08","In","yes",4273,3,"2019-08-12","2019-08-12","user_1","user_1"
4274,"N","N","2020-12-24","In","yes",4274,4,"2020-02-08","2020-02-08","user_1","user_1"
4275,"O","O","2021-09-10","In","yes",4275,5,"2020-08-06","2020-08-06","user_1","user_1"
4276,"P","P","2018-11-05","In","yes",4276,1,"2018-08-17","2018-08-17","user_1","user_1"
4277,"Q","Q","2019-07-23","In","yes",4277,2,"2019-02-13","2019-02-13","user_1","user_1"
4278,"R","R","2020-04-08","In","yes",4278,3,"2019-08-12","2019-08-12","user_1","user_1"
4279,"S","S","2020-12-24","In","yes",4279,4,"2020-02-08","2020-02-08","user_1","user_1"
4280,"T","T","2021-09-10","In","yes",4280,5,"2020-08-06","2020-08-06","user_1","user_1"
4281,"A","A","2018-11-05","In","yes",4281,1,"2018-08-17","2018-08-17","user_1","user_1"
4282,"B","B","2019-07-23","In","yes",4282,2,"2019-02-13","2019-02-13","user_1","user_1"
4283,"C","C","2020-04-08","In","yes",4283,3,"2019-08-12","2019-08-12","user_1","user_1"
4284,"D","D","2020-12-24","In","yes",4284,4,"2020-02-08","2020-02-08","user_1","user_1"
4285,"E","E","2021-09-10","In","yes",4285,5,"2020-08-06","2020-08-06","user_1","user_1"
4286,"F","F","2018-11-05","In","yes",4286,1,"2018-08-17","2018-08-17","user_1","user_1"
4287,"G","G","2019-07-23","In","yes",4287,2,"2019-02-13","2019-02-13","user_1","user_1"
4288,"H","H","2020-04-08","In","yes",4288,3,"2019-08-12","2019-08-12","user_1","user_1"
4289,"I","I","2020-12-24","In","yes",4289,4,"2020-02-08","2020-02-08","user_1","user_1"
4290,"J","J","2021-09-10","In","yes",4290,5,"2020-08-06","2020-08-06","user_1","user_1"
4291,"K","K","2018-11-05","In","yes",4291,1,"2018-08-17","2018-08-17","user_1","user_1"
4292,"L","L","2019-07-23","In","yes",4292,2,"2019-02-13","2019-02-13","user_1","user_1"
4293,"M","M","2020-04-08","In","yes",4293,3,"2019-08-12","2019-08-12","user_1","user_1"
4294,"N","N","2020-12-24","In","yes",4294,4,"2020-02-08","2020-02-08","user_1","user_1"
4295,"O","O","2021-09-10","In","yes",4295,5,"2020-08-06","2020-08-06","user_1","user_1"
4296,"P","P","2018-11-05","In","yes",4296,1,"2018-08-17","2018-08-17","user_1","user_1"
4297,"Q","Q","2019-07-23","In","yes",4297,2,"2019-02-13","2019-02-13","user_1","user_1"
4298,"R","R","2020-04-08","In","yes",4298,3,"2019-08-12","2019-08-12","user_1","user_1"
4299,"S","S","2020-12-24","In","yes",4299,4,"2020-02-08","2020-02-08","user_1","user_1"
4300,"T","T","2021-09-10","In","yes",4300,5,"2020-08-06","2020-08-06","user_1","user_1"
4301,"A","A","2018-11-05","In","yes",4301,1,"2018-08-17","2018-08-17","user_1","user_1"
4302,"B","B","2019-07-23","In","yes",4302,2,"2019-02-13","2019-02-13","user_1","user_1"
4303,"C","C","2020-04-08","In","yes",4303,3,"2019-08-12","2019-08-12","user_1","user_1"
4304,"D","D","2020-12-24","In","yes",4304,4,"2020-02-08","2020-02-08","user_1","user_1"
4305,"E","E","2021-09-10","In","yes",4305,5,"2020-08-06","2020-08-06","user_1","user_1"
4306,"F","F","2018-11-05","In","yes",4306,1,"2018-08-17","2018-08-17","user_1","user_1"
4307,"G","G","2019-07-23","In","yes",4307,2,"2019-02-13","2019-02-13","user_1","user_1"
4308,"H","H","2020-04-08","In","yes",4308,3,"2019-08-12","2019-08-12","user_1","user_1"
4309,"I","I","2020-12-24","In","yes",4309,4,"2020-02-08","2020-02-08","user_1","user_1"
4310,"J","J","2021-09-10","In","yes",4310,5,"2020-08-06","2020-08-06","user_1","user_1"
4311,"K","K","2018-11-05","In","yes",4311,1,"2018-08-17","2018-08-17","user_1","user_1"
4312,"L","L","2019-07-23","In","yes",4312,2,"2019-02-13","2019-02-13","user_1","user_1"
4313,"M","M","2020-04-08","In","yes",4313,3,"2019-08-12","2019-08-12","user_1","user_1"
4314,"N","N","2020-12-24","In","yes",4314,4,"2020-02-08","2020-02-08","user_1","user_1"
4315,"O","O","2021-09-10","In","yes",4315,5,"2020-08-06","2020-08-06","user_1","user_1"
4316,"P","P","2018-11-05","In","yes",4316,1,"2018-08-17","2018-08-17","user_1","user_1"
4317,"Q","Q","2019-07-23","In","yes",4317,2,"2019-02-13","2019-02-13","user_1","user_1"
4318,"R","R","2020-04-08","In","yes",4318,3,"2019-08-12","2019-08-12","user_1","user_1"
4319,"S","S","2020-12-24","In","yes",4319,4,"2020-02-08","2020-02-08","user_1","user_1"
4320,"T","T","2021-09-10","In","yes",4320,5,"2020-08-06","2020-08-06","user_1","user_1"
4321,"A","A","2018-11-05","In","yes",4321,1,"2018-08-17","2018-08-17","user_1","user_1"
4322,"B","B","2019-07-23","In","yes",4322,2,"2019-02-13","2019-02-13","user_1","user_1"
4323,"C","C","2020-04-08","In","yes",4323,3,"2019-08-12","2019-08-12","user_1","user_1"
4324,"D","D","2020-12-24","In","yes",4324,4,"2020-02-08","2020-02-08","user_1","user_1"
4325,"E","E","2021-09-10","In","yes",4325,5,"2020-08-06","2020-08-06","user_1","user_1"
4326,"F","F","2018-11-05","In","yes",4326,1,"2018-08-17","2018-08-17","user_1","user_1"
4327,"G","G","2019-07-23","In","yes",4327,2,"2019-02-13","2019-02-13","user_1","user_1"
4328,"H","H","2020-04-08","In","yes",4328,3,"2019-08-12","2019-08-12","user_1","user_1"
4329,"I","I","2020-12-24","In","yes",4329,4,"2020-02-08","2020-02-08","user_1","user_1"
4330,"J","J","2021-09-10","In","yes",4330,5,"2020-08-06","2020-08-06","user_1","user_1"
4331,"K","K","2018-11-05","In","yes",4331,1,"2018-08-17","2018-08-17","user_1","user_1"
4332,"L","L","2019-07-23","In","yes",4332,2,"2019-02-13","2019-02-13","user_1","user_1"
4333,"M","M","2020-04-08","In","yes",4333,3,"2019-08-12","2019-08-12","user_1","user_1"
4334,"N","N","2020-12-24","In","yes",4334,4,"2020-02-08","2020-02-08","user_1","user_1"
4335,"O","O","2021-09-10","In","yes",4335,5,"2020-08-06","2020-08-06","user_1","user_1"
4336,"P","P","2018-11-05","In","yes",4336,1,"2018-08-17","2018-08-17","user_1","user_1"
4337,"Q","Q","2019-07-23","In","yes",4337,2,"2019-02-13","2019-02-13","user_1","user_1"
4338,"R","R","2020-04-08","In","yes",4338,3,"2019-08-12","2019-08-12","user_1","user_1"
4339,"S","S","2020-12-24","In","yes",4339,4,"2020-02-08","2020-02-08","user_1","user_1"
4340,"T","T","2021-09-10","In","yes",4340,5,"2020-08-06","2020-08-06","user_1","user_1"
4341,"A","A","2018-11-05","In","yes",4341,1,"2018-08-17","2018-08-17","user_1","user_1"
4342,"B","B","2019-07-23","In","yes",4342,2,"2019-02-13","2019-02-13","user_1","user_1"
4343,"C","C","2020-04-08","In","yes",4343,3,"2019-08-12","2019-08-12","user_1","user_1"
4344,"D","D","2020-12-24","In","yes",4344,4,"2020-02-08","2020-02-08","user_1","user_1"
4345,"E","E","2021-09-10","In","yes",4345,5,"2020-08-06","2020-08-06","user_1","user_1"
4346,"F","F","2018-11-05","In","yes",4346,1,"2018-08-17","2018-08-17","user_1","user_1"
4347,"G","G","2019-07-23","In","yes",4347,2,"2019-02-13","2019-02-13","user_1","user_1"
4348,"H","H","2020-04-08","In","yes",4348,3,"2019-08-12","2019-08-12","user_1","user_1"
4349,"I","I","2020-12-24","In","yes",4349,4,"2020-02-08","2020-02-08","user_1","user_1"
4350,"J","J","2021-09-10","In","yes",4350,5,"2020-08-06","2020-08-06","user_1","user_1"
4351,"K","K","2018-11-05","In","yes",4351,1,"2018-08-17","2018-08-17","user_1","user_1"
4352,"L","L","2019-07-23","In","yes",4352,2,"2019-02-13","2019-02-13","user_1","user_1"
4353,"M","M","2020-04-08","In","yes",4353,3,"2019-08-12","2019-08-12","user_1","user_1"
4354,"N","N","2020-12-24","In","yes",4354,4,"2020-02-08","2020-02-08","user_1","user_1"
4355,"O","O","2021-09-10","In","yes",4355,5,"2020-08-06","2020-08-06","user_1","user_1"
4356,"P","P","2018-11-05","In","yes",4356,1,"2018-08-17","2018-08-17","user_1","user_1"
4357,"Q","Q","2019-07-23","In","yes",4357,2,"2019-02-13","2019-02-13","user_1","user_1"
4358,"R","R","2020-04-08","In","yes",4358,3,"2019-08-12","2019-08-12","user_1","user_1"
4359,"S","S","2020-12-24","In","yes",4359,4,"2020-02-08","2020-02-08","user_1","user_1"
4360,"T","T","2021-09-10","In","yes",4360,5,"2020-08-06","2020-08-06","user_1","user_1"
4361,"A","A","2018-11-05","In","yes",4361,1,"2018-08-17","2018-08-17","user_1","user_1"
4362,"B","B","2019-07-23","In","yes",4362,2,"2019-02-13","2019-02-13","user_1","user_1"
4363,"C","C","2020-04-08","In","yes",4363,3,"2019-08-12","2019-08-12","user_1","user_1"
4364,"D","D","2020-12-24","In","yes",4364,4,"2020-02-08","2020-02-08","user_1","user_1"
4365,"E","E","2021-09-10","In","yes",4365,5,"2020-08-06","2020-08-06","user_1","user_1"
4366,"F","F","2018-11-05","In","yes",4366,1,"2018-08-17","2018-08-17","user_1","user_1"
4367,"G","G","2019-07-23","In","yes",4367,2,"2019-02-13","2019-02-13","user_1","user_1"
4368,"H","H","2020-04-08","In","yes",4368,3,"2019-08-12","2019-08-12","user_1","user_1"
4369,"I","I","2020-12-24","In","yes",4369,4,"2020-02-08","2020-02-08","user_1","user_1"
4370,"J","J","2021-09-10","In","yes",4370,5,"2020-08-06","2020-08-06","user_1","user_1"
4371,"K","K","2018-11-05","In","yes",4371,1,"2018-08-17","2018-08-17","user_1","user_1"
4372,"L","L","2019-07-23","In","yes",4372,2,"2019-02-13","2019-02-13","user_1","user_1"
4373,"M","M","2020-04-08","In","yes",4373,3,"2019-08-12","2019-08-12","user_1","user_1"
4374,"N","N","2020-12-24","In","yes",4374,4,"2020-02-08","2020-02-08","user_1","user_1"
4375,"O","O","2021-09-10","In","yes",4375,5,"2020-08-06","2020-08-06","user_1","user_1"
4376,"P","P","2018-11-05","In","yes",4376,1,"2018-08-17","2018-08-17","user_1","user_1"
4377,"Q","Q","2019-07-23","In","yes",4377,2,"2019-02-13","2019-02-13","user_1","user_1"
4378,"R","R","2020-04-08","In","yes",4378,3,"2019-08-12","2019-08-12","user_1","user_1"
4379,"S","S","2020-12-24","In","yes",4379,4,"2020-02-08","2020-02-08","user_1","user_1"
4380,"T","T","2021-09-10","In","yes",4380,5,"2020-08-06","2020-08-06","user_1","user_1"
4381,"A","A","2018-11-05","In","yes",4381,1,"2018-08-17","2018-08-17","user_1","user_1"
4382,"B","B","2019-07-23","In","yes",4382,2,"2019-02-13","2019-02-13","user_1","user_1"
4383,"C","C","2020-04-08","In","yes",4383,3,"2019-08-12","2019-08-12","user_1","user_1"
4384,"D","D","2020-12-24","In","yes",4384,4,"2020-02-08","2020-02-08","user_1","user_1"
4385,"E","E","2021-09-10","In","yes",4385,5,"2020-08-06","2020-08-06","user_1","user_1"
4386,"F","F","2018-11-05","In","yes",4386,1,"2018-08-17","2018-08-17","user_1","user_1"
4387,"G","G","2019-07-23","In","yes",4387,2,"2019-02-13","2019-02-13","user_1","user_1"
4388,"H","H","2020-04-08","In","yes",4388,3,"2019-08-12","2019-08-12","user_1","user_1"
4389,"I","I","2020-12-24","In","yes",4389,4,"2020-02-08","2020-02-08","user_1","user_1"
4390,"J","J","2021-09-10","In","yes",4390,5,"2020-08-06","2020-08-06","user_1","user_1"
4391,"K","K","2018-11-05","In","yes",4391,1,"2018-08-17","2018-08-17","user_1","user_1"
4392,"L","L","2019-07-23","In","yes",4392,2,"2019-02-13","2019-02-13","user_1","user_1"
